"","Var.1","Date","Town","State.Province","Latitude","Longitude","Number","Image"
"33445",2649,"04/27/19","Lower Burrell","PA",40.6,-79.7,1,NA
"33446",2650,"04/27/19","Olathe","KS",38.9,-94.8,1,NA
"33447",2651,"04/27/19","Glastonbury","CT",41.7,-72.6,2,NA
"33448",2652,"04/27/19","Marshall","VA",38.9,-77.8,1,NA
"33449",2653,"04/27/19","Suffern","NY",41.1,-74.1,1,NA
"33450",2654,"04/27/19","Topeka","KS",39,-95.8,1,NA
"33451",2655,"04/27/19","Greencastle","PA",39.7,-77.8,2,NA
"33452",2656,"04/27/19","Accomac","VA",37.7,-75.7,1,NA
"33453",2657,"04/27/19","Blairstown","NJ",41,-74.9,2,NA
"33454",2658,"04/27/19","East Stroudsburg","PA",41,-75.2,1,NA
"33455",2659,"04/27/19","Oakland","NJ",41,-74.2,1,NA
"33456",2660,"04/27/19","Hilton Head Island","SC",32.2,-80.8,1,NA
"33457",2661,"04/27/19","Silver Spring","MD",39,-77,2,NA
"33458",2662,"04/27/19","Cedarburg","WI",43.3,-88,1,NA
"33459",2663,"04/27/19","Catawissa","PA",40.8,-76.4,2,NA
"33460",2664,"04/27/19","Newport","RI",41.5,-71.3,1,NA
"33461",2665,"04/26/19","Godfrey","IL",39,-90.2,1,NA
"33462",2666,"04/26/19","Guilford","CT",41.4,-72.7,1,NA
"33463",2667,"04/26/19","Peoria","IL",40.8,-89.7,1,NA
"33464",2668,"04/26/19","Wolcottville","IN",41.6,-85.3,1,NA
"33465",2669,"04/26/19","Basehor","KS",39.1,-94.9,1,NA
"33466",2670,"04/26/19","Quaker Hill","CT",41.4,-72.1,1,NA
"33467",2671,"04/26/19","Westminster","MD",39.7,-77,1,NA
"33468",2672,"04/26/19","Barrington","RI",41.8,-71.3,2,NA
"33469",2673,"04/26/19","Raynham","MA",41.9,-71.1,2,NA
"33470",2674,"04/26/19","South Easton","MA",42,-71.1,1,NA
"33471",2675,"04/26/19","Manchester","MD",39.7,-76.9,1,NA
"33472",2676,"04/26/19","Hillsborough","NJ",40.5,-74.6,1,NA
"33473",2677,"04/26/19","Red Lion","PA",39.9,-76.6,1,NA
"33474",2678,"04/26/19","Brockton","MA",42.1,-71.1,1,NA
"33475",2679,"04/26/19","Danville","IN",39.8,-86.5,1,NA
"33476",2680,"04/26/19","Needham","MA",42.3,-71.2,1,NA
"33477",2681,"04/26/19","Coram","NY",40.9,-73,1,NA
"33478",2682,"04/26/19","Manchester","MI",42.1,-84,1,NA
"33479",2683,"04/26/19","Asbury Park","NJ",40.2,-74,1,NA
"33480",2684,"04/26/19","Asbury Park","NJ",40.2,-74,2,NA
"33481",2685,"04/26/19","Dover","PA",40.1,-76.8,1,NA
"33482",2686,"04/26/19","Waterville","PA",41.3,-77.4,1,NA
"33483",2687,"04/26/19","West Creek","NJ",39.7,-74.3,1,NA
"33484",2688,"04/26/19","Effingham","IL",39.1,-88.6,2,NA
"33485",2689,"04/26/19","Hutsonville","IL",39.1,-87.7,1,NA
"33486",2690,"04/26/19","Cardington","OH",40.5,-83,1,NA
"33487",2691,"04/26/19","Beavertown","PA",40.8,-77.2,1,NA
"33488",2692,"04/26/19","Lehighton","PA",40.8,-75.7,1,NA
"33489",2693,"04/26/19","Olathe","KS",38.9,-94.8,1,NA
"33490",2694,"04/26/19","Indianapolis","IN",39.9,-86.1,1,NA
"33491",2695,"04/26/19","Harrisburg","PA",40.3,-76.9,1,NA
"33492",2696,"04/26/19","Cresco","PA",41.2,-75.3,1,NA
"33493",2697,"04/26/19","Rock","KS",37.4,-97,1,NA
"33494",2698,"04/26/19","Joppa","MD",39.4,-76.4,1,NA
"33495",2699,"04/26/19","Shell Knob","MO",36.6,-93.6,2,NA
"33496",2700,"04/26/19","Brick","NJ",40.1,-74.1,1,NA
"33497",2701,"04/26/19","Meriden","CT",41.5,-72.8,1,NA
"33498",2702,"04/26/19","Edwardsville","IL",38.8,-89.9,1,NA
"33499",2703,"04/26/19","Knoxville","TN",36,-84,1,NA
"33500",2704,"04/26/19","Bolivar","MO",37.6,-93.4,1,NA
"33501",2705,"04/26/19","Spencer","IN",39.3,-86.8,1,NA
"33502",2706,"04/26/19","Philadelphia","PA",40,-75.1,1,NA
"33503",2707,"04/26/19","Waterville","PA",41.3,-77.4,1,NA
"33504",2708,"04/26/19","Springfield","VA",38.8,-77.2,1,NA
"33505",2709,"04/26/19","Sherrard","IL",41.3,-90.6,1,NA
"33506",2710,"04/26/19","Halifax","PA",40.5,-76.9,1,NA
"33507",2711,"04/26/19","Boonville","MO",39,-92.7,1,NA
"33508",2712,"04/26/19","Waterford","CT",41.3,-72.1,1,NA
"33509",2713,"04/26/19","Ansonia","CT",41.3,-73.1,1,NA
"33510",2714,"04/26/19","Schwenksville","PA",40.3,-75.5,1,NA
"33511",2715,"04/26/19","South Weymouth","MA",42.2,-70.9,1,NA
"33512",2716,"04/26/19","Mechanicsburg","PA",40.2,-77,1,NA
"33513",2717,"04/26/19","Red Bank","NJ",40.3,-74.1,1,NA
"33514",2718,"04/26/19","Pedro","OH",38.7,-82.7,1,NA
"33515",2719,"04/26/19","Peoria","IL",40.8,-89.6,1,NA
"33516",2720,"04/26/19","Worcester","MA",42.3,-71.8,1,NA
"33517",2721,"04/25/19","Town of Tusten","NY",41.6,-75,1,NA
"33518",2722,"04/25/19","Salem","NH",42.8,-71.2,1,NA
"33519",2723,"04/25/19","Camillus","NY",43,-76.3,1,NA
"33520",2724,"04/25/19","Allentown","PA",40.6,-75.6,1,NA
"33521",2725,"04/25/19","Brooklyn","NY",40.7,-73.9,1,NA
"33522",2726,"04/25/19","Boxford","MA",42.7,-71,1,NA
"33523",2727,"04/25/19","Plymouth","MA",41.8,-70.6,1,NA
"33524",2728,"04/25/19","Langhorne","PA",40.2,-74.9,1,NA
"33525",2729,"04/25/19","Glen Carbon","IL",38.8,-90,1,NA
"33526",2730,"04/25/19","Barhamsville","VA",37.5,-76.8,1,NA
"33527",2731,"04/25/19","Pittsburgh","PA",40.5,-79.7,1,NA
"33528",2732,"04/25/19","Donnellson","IA",40.7,-91.7,1,NA
"33529",2733,"04/25/19","Dover","DE",39.2,-75.5,1,NA
"33530",2734,"04/25/19","Englewood","OH",39.9,-84.3,1,NA
"33531",2735,"04/25/19","Cumberland","MD",39.6,-78.8,1,NA
"33532",2736,"04/25/19","High Point","NC",36,-80,1,NA
"33533",2737,"04/25/19","West Chester","PA",40,-75.6,1,NA
"33534",2738,"04/25/19","Toms River","NJ",40,-74.1,3,NA
"33535",2739,"04/25/19","Waterloo","IL",38.3,-90.2,1,NA
"33536",2740,"04/25/19","Tallmadge","OH",41.1,-81.4,1,NA
"33537",2741,"04/25/19","Wendell","MA",42.5,-72.4,1,NA
"33538",2742,"04/25/19","Cadet","MO",38,-90.7,1,NA
"33539",2743,"04/25/19","Palmyra","NJ",40,-75,1,NA
"33540",2744,"04/25/19","Hope","RI",41.7,-71.5,1,NA
"33541",2745,"04/25/19","Palmyra","NJ",40,-75,1,NA
"33542",2746,"04/25/19","Rehoboth","MA",41.8,-71.2,1,NA
"33543",2747,"04/25/19","North Stonington","CT",41.4,-71.9,2,NA
"33544",2748,"04/25/19","Zanesville","OH",40,-82.1,1,NA
"33545",2749,"04/25/19","Rocky Point","NY",40.9,-72.9,1,NA
"33546",2750,"04/25/19","LaSalle","ON",42.2,-83.1,1,NA
"33547",2751,"04/25/19","West Grove","PA",39.8,-75.8,1,NA
"33548",2752,"04/25/19","Sewell","NJ",39.8,-75.1,1,NA
"33549",2753,"04/25/19","Abington","MA",42.1,-70.9,1,NA
"33550",2754,"04/25/19","Normalville","PA",40,-79.4,1,NA
"33551",2755,"04/25/19","Burns","TN",36.1,-87.3,3,NA
"33552",2756,"04/25/19","East Walpole","MA",42.2,-71.2,1,NA
"33553",2757,"04/25/19","Pattonsburg","MO",40.1,-94.2,1,NA
"33554",2758,"04/25/19","Wright City","MO",38.9,-91,1,NA
"33555",2759,"04/25/19","Holtwood","PA",39.9,-76.3,1,NA
"33556",2760,"04/25/19","Bedford","NY",41.2,-73.6,1,NA
"33557",2761,"04/25/19","Charlottesville","VA",38,-78.5,2,NA
"33558",2762,"04/25/19","Columbia","TN",35.6,-87,2,NA
"33559",2763,"04/25/19","Bedford","IN",38.8,-86.4,1,NA
"33560",2764,"04/25/19","Allentown","PA",40.6,-75.6,1,NA
"33561",2765,"04/25/19","Woodsboro","MD",39.6,-77.3,1,NA
"33562",2766,"04/25/19","West Milford","NJ",41.1,-74.4,1,NA
"33563",2767,"04/25/19","Girard","PA",42,-80.3,1,NA
"33564",2768,"04/25/19","Warwick","NY",41.3,-74.4,1,NA
"33565",2769,"04/25/19","Rockford","IL",42.3,-89.1,2,NA
"33566",2770,"04/25/19","Athens","GA",34,-83.4,1,NA
"33567",2771,"04/25/19","Avon","CT",41.8,-72.8,1,NA
"33568",2772,"04/25/19","Gettysburg","PA",39.8,-77.2,2,NA
"33569",2773,"04/25/19","Houma","LA",29.6,-90.7,4,NA
"33570",2774,"04/25/19","New Britain","CT",41.7,-72.8,1,NA
"33571",2775,"04/25/19","Hiram","GA",33.8,-84.8,2,NA
"33572",2776,"04/25/19","Newburgh","IN",37.9,-87.4,2,NA
"33573",2777,"04/25/19","Newburgh","IN",37.9,-87.4,2,NA
"33574",2778,"04/25/19","Boxford","MA",42.7,-71,1,NA
"33575",2779,"04/25/19","Sellersburg","IN",38.4,-85.8,1,NA
"33576",2780,"04/25/19","Sykesville","MD",39.4,-77,1,NA
"33577",2781,"04/25/19","Topeka","KS",39,-95.6,2,NA
"33578",2782,"04/25/19","Saint Peters","MO",38.8,-90.6,1,NA
"33579",2783,"04/25/19","Sugar Grove","IL",41.8,-88.4,1,NA
"33580",2784,"04/25/19","Martinsburg","WV",39.5,-77.9,1,NA
"33581",2785,"04/25/19","Dripping Springs","TX",30.1,-98.1,3,NA
"33582",2786,"04/25/19","Forestburgh","NY",41.6,-74.7,1,NA
"33583",2787,"04/25/19","Burlington","NJ",40.1,-74.8,1,NA
"33584",2788,"04/25/19","Ellicott City","MD",39.3,-76.9,1,NA
"33585",2789,"04/25/19","Lawrenceville","IL",38.7,-87.5,1,NA
"33586",2790,"04/25/19","Chillicothe","IL",40.9,-89.5,2,NA
"33587",2791,"04/25/19","Penns Grove","NJ",39.7,-75.5,1,NA
"33588",2792,"04/25/19","Medford","NJ",39.9,-74.8,1,NA
"33589",2793,"04/25/19","Zanesville","OH",39.9,-82,1,NA
"33590",2794,"04/25/19","Front Royal","VA",39,-78.2,1,NA
"33591",2795,"04/25/19","East Haddam","CT",41.5,-72.4,1,NA
"33592",2796,"04/25/19","Middletown","NJ",40.4,-74.1,2,NA
"33593",2797,"04/25/19","Circleville","KS",39.6,-95.9,1,NA
"33594",2798,"04/25/19","North Stonington","CT",41.4,-71.9,1,NA
"33595",2799,"04/25/19","Bridgewater","MA",42,-71,1,NA
"33596",2800,"04/25/19","Hunlock Creek","PA",41.2,-76.1,1,NA
"33597",2801,"04/25/19","Overland Park","KS",38.9,-94.7,1,NA
"33598",2802,"04/25/19","Newtown","CT",41.4,-73.3,1,NA
"33599",2803,"04/25/19","Saint Louis","MO",38.6,-90.4,1,NA
"33600",2804,"04/25/19","Crownsville","MD",39.1,-76.6,1,NA
"33601",2805,"04/25/19","Milton","MA",42.2,-71.1,2,NA
"33602",2806,"04/25/19","Bedford","IN",38.8,-86.4,1,NA
"33603",2807,"04/25/19","Wynnewood","PA",40,-75.3,1,NA
"33604",2808,"04/25/19","Hope","RI",41.7,-71.5,1,NA
"33605",2809,"04/25/19","Silver Spring","MD",39,-77,1,NA
"33606",2810,"04/25/19","Manhattan","KS",39.2,-96.5,2,NA
"33607",2811,"04/25/19","Lenoir","NC",35.9,-81.5,4,NA
"33608",2812,"04/25/19","Ann Arbor","MI",42.3,-83.7,1,NA
"33609",2813,"04/24/19","Philadelphia","PA",40.1,-75.2,1,NA
"33610",2814,"04/24/19","White Hall","MD",39.7,-76.6,1,NA
"33611",2815,"04/24/19","Saint Joseph","MO",39.7,-94.9,1,NA
"33612",2816,"04/24/19","Dorr","MI",42.7,-85.7,3,NA
"33613",2817,"04/24/19","East Taunton","MA",41.9,-71,1,NA
"33614",2818,"04/24/19","Westport","MA",41.6,-71.1,1,NA
"33615",2819,"04/24/19","East Stroudsburg","PA",41.1,-75.2,1,NA
"33616",2820,"04/24/19","Cincinnati","OH",39.2,-84.4,1,NA
"33617",2821,"04/24/19","Thompson","CT",41.9,-71.8,2,NA
"33618",2822,"04/24/19","Worcester","MA",42.3,-71.9,1,NA
"33619",2823,"04/24/19","Augusta","KS",37.7,-97,1,NA
"33620",2824,"04/24/19","Springfield","IL",39.8,-89.7,1,NA
"33621",2825,"04/24/19","Little Compton","RI",41.5,-71.2,1,NA
"33622",2826,"04/24/19","Scottsburg","IN",38.7,-85.8,1,NA
"33623",2827,"04/24/19","Leicester","MA",42.2,-71.9,1,NA
"33624",2828,"04/24/19","Newburgh","IN",38,-87.4,1,NA
"33625",2829,"04/24/19","Strasburg","VA",39,-78.3,1,NA
"33626",2830,"04/24/19","Barrington","NH",43.2,-71,2,NA
"33627",2831,"04/24/19","Saint Joseph","MO",39.8,-94.8,1,NA
"33628",2832,"04/24/19","Newmanstown","PA",40.3,-76.3,1,NA
"33629",2833,"04/24/19","Tolland","CT",41.9,-72.3,1,NA
"33630",2834,"04/24/19","Perth Amboy","NJ",40.5,-74.3,1,NA
"33631",2835,"04/24/19","Chatham","MA",41.7,-70,1,NA
"33632",2836,"04/24/19","Fairfield","OH",39.3,-84.6,1,NA
"33633",2837,"04/24/19","Strasburg","VA",39,-78.3,1,NA
"33634",2838,"04/24/19","Indianapolis","IN",39.8,-86.3,1,NA
"33635",2839,"04/24/19","Williamstown","WV",39.4,-81.4,2,NA
"33636",2840,"04/24/19","Chatham","MA",41.7,-70,1,NA
"33637",2841,"04/24/19","Canton","CT",41.8,-72.9,1,NA
"33638",2842,"04/24/19","East Hampton","NY",41,-72.2,1,NA
"33639",2843,"04/24/19","Toms River","NJ",40,-74.3,1,NA
"33640",2844,"04/24/19","Cabin John","MD",39,-77.2,1,NA
"33641",2845,"04/24/19","Fairhaven","MA",41.7,-70.9,1,NA
"33642",2846,"04/24/19","Dayton","OH",39.6,-84.1,1,NA
"33643",2847,"04/24/19","Fenton","MO",38.5,-90.5,1,NA
"33644",2848,"04/24/19","Sabetha","KS",39.9,-95.8,1,NA
"33645",2849,"04/24/19","Kunkletown","PA",40.8,-75.4,1,NA
"33646",2850,"04/24/19","Oskaloosa","IA",41.3,-92.6,1,NA
"33647",2851,"04/24/19","Germantown","MD",39.2,-77.3,1,NA
"33648",2852,"04/24/19","Conestoga","PA",39.9,-76.3,1,NA
"33649",2853,"04/24/19","Connellsville","PA",40,-79.6,1,NA
"33650",2854,"04/24/19","Point Pleasant Beach","NJ",40.1,-74,1,NA
"33651",2855,"04/24/19","East Falmouth","MA",41.6,-70.5,1,NA
"33652",2856,"04/24/19","Middletown","OH",39.4,-84.4,1,NA
"33653",2857,"04/24/19","Felton","DE",39,-75.6,1,NA
"33654",2858,"04/24/19","Landisburg","PA",40.3,-77.3,1,NA
"33655",2859,"04/24/19","Monett","MO",36.9,-93.9,1,NA
"33656",2860,"04/24/19","Bethel","CT",41.4,-73.4,1,NA
"33657",2861,"04/24/19","Falmouth","MA",41.6,-70.6,1,NA
"33658",2862,"04/24/19","Tiverton","RI",41.6,-71.2,1,NA
"33659",2863,"04/24/19","Houma","LA",29.6,-90.7,2,NA
"33660",2864,"04/24/19","Oberlin","OH",41.3,-82.2,1,NA
"33661",2865,"04/24/19","Groton","MA",42.6,-71.6,1,NA
"33662",2866,"04/24/19","Dover","DE",39.2,-75.5,1,NA
"33663",2867,"04/24/19","Green Lane","PA",40.3,-75.5,1,NA
"33664",2868,"04/24/19","College Station","TX",30.6,-96.3,1,NA
"33665",2869,"04/24/19","Louisville","KY",38.2,-85.7,1,NA
"33666",2870,"04/24/19","Winfield","KS",37.3,-97,1,NA
"33667",2871,"04/24/19","Riverside","IA",41.5,-91.5,1,NA
"33668",2872,"04/24/19","Hampstead","NC",34.4,-77.7,1,NA
"33669",2873,"04/24/19","Abbeville","LA",30,-92.1,2,NA
"33670",2874,"04/24/19","Toms River","NJ",40,-74.2,1,NA
"33671",2875,"04/24/19","Potter Twp","PA",40.8,-77.6,1,NA
"33672",2876,"04/24/19","North Stonington","CT",41.4,-71.9,2,NA
"33673",2877,"04/24/19","Rutland","MA",42.4,-72,1,NA
"33674",2878,"04/24/19","Beaumont","TX",30.1,-94.1,2,NA
"33675",2879,"04/24/19","Salem","NH",42.8,-71.2,1,NA
"33676",2880,"04/24/19","Newark","DE",39.6,-75.7,1,NA
"33677",2881,"04/24/19","Glen Carbon","IL",38.7,-90,1,NA
"33678",2882,"04/24/19","Lampe","MO",36.6,-93.4,2,NA
"33679",2883,"04/24/19","Bohemia","NY",40.8,-73.1,1,NA
"33680",2884,"04/24/19","Taunton","MA",41.9,-71.1,1,NA
"33681",2885,"04/24/19","Forestburgh","NY",41.6,-74.7,1,NA
"33682",2886,"04/23/19","Coal Center","PA",40.1,-79.9,1,NA
"33683",2887,"04/23/19","Saint Louis","MO",38.8,-90.2,1,NA
"33684",2888,"04/23/19","Meriden","CT",41.5,-72.8,1,NA
"33685",2889,"04/23/19","Ipava","IL",40.4,-90.3,2,NA
"33686",2890,"04/23/19","Decatur","IL",39.8,-89,1,NA
"33687",2891,"04/23/19","La Cygne","KS",38.3,-94.9,1,NA
"33688",2892,"04/23/19","Wayne","NJ",40.9,-74.2,1,NA
"33689",2893,"04/23/19","Pottstown","PA",40.2,-75.7,1,NA
"33690",2894,"04/23/19","Morristown","TN",36.2,-83.2,1,NA
"33691",2895,"04/23/19","Connelly Springs","NC",35.8,-81.5,1,NA
"33692",2896,"04/23/19","Abbottstown","PA",39.9,-77,1,NA
"33693",2897,"04/23/19","Connelly Springs","NC",35.8,-81.5,1,NA
"33694",2898,"04/23/19","Kampsville","IL",39.3,-90.6,1,NA
"33695",2899,"04/23/19","Mashpee","MA",41.6,-70.5,1,NA
"33696",2900,"04/23/19","Fredericksburg","VA",38.3,-77.6,1,NA
"33697",2901,"04/23/19","Waukesha","WI",43,-88.3,1,NA
"33698",2902,"04/23/19","Sewell","NJ",39.8,-75.1,1,NA
"33699",2903,"04/23/19","Hickman","NE",40.6,-96.6,1,NA
"33700",2904,"04/23/19","Raynham","MA",41.9,-71.1,1,NA
"33701",2905,"04/23/19","Riverside","MO",39.2,-94.6,1,NA
"33702",2906,"04/23/19","Clementon","NJ",39.8,-75,1,NA
"33703",2907,"04/23/19","Bloomington","IN",39.2,-86.5,1,NA
"33704",2908,"04/23/19","Cedar Rapids","IA",42,-91.6,1,NA
"33705",2909,"04/23/19","Sauk City","WI",43.3,-89.7,1,NA
"33706",2910,"04/23/19","Ballwin","MO",38.6,-90.5,1,NA
"33707",2911,"04/23/19","Louisville","KY",38.1,-85.7,2,NA
"33708",2912,"04/23/19","Conway","AR",35,-92.4,2,NA
"33709",2913,"04/23/19","Absecon","NJ",39.5,-74.5,1,NA
"33710",2914,"04/23/19","Norwich","CT",41.5,-72.1,1,NA
"33711",2915,"04/23/19","West Warwick","RI",41.7,-71.5,1,NA
"33712",2916,"04/23/19","Harrington Park","NJ",41,-74,1,NA
"33713",2917,"04/23/19","Butler","KY",38.8,-84.4,2,NA
"33714",2918,"04/23/19","Thompson","CT",41.9,-71.8,2,NA
"33715",2919,"04/23/19","Washington Crossing","PA",40.3,-74.9,1,NA
"33716",2920,"04/23/19","South Beloit","IL",42.5,-89,1,NA
"33717",2921,"04/23/19","Pascoag","RI",41.9,-71.7,1,NA
"33718",2922,"04/23/19","Hancock","WI",44.1,-89.5,1,NA
"33719",2923,"04/23/19","Eaton","OH",39.8,-84.6,1,NA
"33720",2924,"04/23/19","Sutton","WV",38.7,-80.7,2,NA
"33721",2925,"04/23/19","Lake Saint Louis","MO",38.8,-90.8,1,NA
"33722",2926,"04/23/19","Middleton","WI",43.1,-89.5,1,NA
"33723",2927,"04/23/19","Edwardsville","IL",38.8,-90,2,NA
"33724",2928,"04/23/19","Pocasset","MA",41.7,-70.6,1,NA
"33725",2929,"04/23/19","Lexington","KY",38,-84.5,1,NA
"33726",2930,"04/23/19","Bloomington","IN",39.2,-86.5,1,NA
"33727",2931,"04/23/19","Lakewood","NJ",40.1,-74.2,1,NA
"33728",2932,"04/23/19","Hanover","MD",39.2,-76.7,1,NA
"33729",2933,"04/23/19","Accident","MD",39.7,-79.3,1,NA
"33730",2934,"04/23/19","Annapolis","MD",38.9,-76.5,1,NA
"33731",2935,"04/23/19","Cogan Station","PA",41.3,-77.1,1,NA
"33732",2936,"04/23/19","Newburgh","IN",37.9,-87.4,1,NA
"33733",2937,"04/23/19","Virginia Beach","VA",36.8,-76.1,2,NA
"33734",2938,"04/23/19","Stanton","IA",41,-95.1,1,NA
"33735",2939,"04/23/19","South Connellsville","PA",40,-79.6,1,NA
"33736",2940,"04/23/19","Bayville","NJ",39.9,-74.2,1,NA
"33737",2941,"04/23/19","Moosup","CT",41.7,-71.8,1,NA
"33738",2942,"04/23/19","Seymour","CT",41.4,-73.1,1,NA
"33739",2943,"04/23/19","Pottsville","PA",40.7,-76.2,1,NA
"33740",2944,"04/23/19","Topeka","KS",39.1,-95.6,1,NA
"33741",2945,"04/23/19","Oxford","OH",39.5,-84.7,1,NA
"33742",2946,"04/23/19","Grand River","IA",40.8,-94,2,NA
"33743",2947,"04/23/19","Aviston","IL",38.6,-89.6,2,NA
"33744",2948,"04/23/19","Columbia","TN",35.6,-87.1,1,NA
"33745",2949,"04/23/19","Columbus","IN",39.2,-86,1,NA
"33746",2950,"04/23/19","Saint Charles","MO",38.8,-90.5,1,NA
"33747",2951,"04/23/19","Republic","MO",37.1,-93.5,1,NA
"33748",2952,"04/23/19","New Douglas","IL",39,-89.7,1,NA
"33749",2953,"04/23/19","Morganton","GA",34.9,-84.2,2,NA
"33750",2954,"04/22/19","Calumet","OK",35.5,-98.2,3,NA
"33751",2955,"04/22/19","Independence","MO",39.1,-94.4,1,NA
"33752",2956,"04/22/19","Pomona","KS",38.7,-95.4,2,NA
"33753",2957,"04/22/19","West Chester","PA",39.9,-75.6,1,NA
"33754",2958,"04/22/19","Dewey","OK",36.8,-95.9,1,NA
"33755",2959,"04/22/19","Mount Holly Springs","PA",40.1,-77.2,1,NA
"33756",2960,"04/22/19","Kansas City","MO",39.2,-94.6,1,NA
"33757",2961,"04/22/19","Cohasset","MA",42.2,-70.8,1,NA
"33758",2962,"04/22/19","New Richmond","OH",39,-84.2,1,NA
"33759",2963,"04/22/19","Cohasset","MA",42.2,-70.8,1,NA
"33760",2964,"04/22/19","Willington","CT",41.9,-72.2,1,NA
"33761",2965,"04/22/19","Hampton","CT",41.8,-72.1,1,NA
"33762",2966,"04/22/19","New Milford","CT",41.6,-73.4,1,NA
"33763",2967,"04/22/19","Plainfield","CT",41.7,-71.9,1,NA
"33764",2968,"04/22/19","Tobyhanna","PA",41.2,-75.4,1,NA
"33765",2969,"04/22/19","Harwich","MA",41.7,-70,2,NA
"33766",2970,"04/22/19","Landenberg","PA",39.8,-75.7,1,NA
"33767",2971,"04/22/19","Morrisville","PA",40.2,-74.8,1,NA
"33768",2972,"04/22/19","Bowling Green","MO",39.3,-91.1,1,NA
"33769",2973,"04/22/19","Raleigh","NC",35.9,-78.6,1,NA
"33770",2974,"04/22/19","Mount Laurel","NJ",39.9,-74.9,1,NA
"33771",2975,"04/22/19","Eatontown","NJ",40.3,-74.1,1,NA
"33772",2976,"04/22/19","Perry Twp","PA",39.8,-80.1,1,NA
"33773",2977,"04/22/19","Town of Marion","MA",41.7,-70.8,1,NA
"33774",2978,"04/22/19","Elverson","PA",40.2,-75.8,1,NA
"33775",2979,"04/22/19","Voluntown","CT",41.6,-71.9,1,NA
"33776",2980,"04/22/19","Dallas","TX",32.9,-96.9,1,NA
"33777",2981,"04/22/19","North Scituate","RI",41.8,-71.6,1,NA
"33778",2982,"04/22/19","Tulsa","OK",36,-95.9,1,NA
"33779",2983,"04/22/19","Berryton","KS",38.9,-95.6,1,NA
"33780",2984,"04/22/19","Leesburg","VA",39.1,-77.6,1,NA
"33781",2985,"04/22/19","Severn","MD",39.1,-76.7,1,NA
"33782",2986,"04/22/19","Harwich","MA",41.7,-70,1,NA
"33783",2987,"04/22/19","Murphysboro","IL",37.8,-89.3,1,NA
"33784",2988,"04/22/19","Old Saybrook","CT",41.3,-72.4,1,NA
"33785",2989,"04/22/19","Newton","NJ",41.1,-74.8,1,NA
"33786",2990,"04/22/19","Maynard","MA",42.4,-71.5,1,NA
"33787",2991,"04/22/19","South Shenango Twp","PA",41.6,-80.4,1,NA
"33788",2992,"04/22/19","Olean","NY",42.1,-78.4,1,NA
"33789",2993,"04/22/19","Marlton","NJ",39.9,-74.9,1,NA
"33790",2994,"04/22/19","Muscoda","WI",43.2,-90.4,1,NA
"33791",2995,"04/22/19","Cobalt","CT",41.6,-72.6,1,NA
"33792",2996,"04/22/19","Peoria","IL",40.7,-89.7,1,NA
"33793",2997,"04/22/19","Saint George","KS",39.2,-96.4,1,NA
"33794",2998,"04/22/19","Old Lyme","CT",41.3,-72.3,1,NA
"33795",2999,"04/22/19","Clear Spring","MD",39.7,-77.9,1,NA
"33796",3000,"04/22/19","Saint Louis","MO",38.5,-90.3,1,NA
"33797",3001,"04/22/19","Lexington","KY",38.1,-84.5,1,NA
"33798",3002,"04/22/19","Sedalia","MO",38.7,-93.2,1,NA
"33799",3003,"04/22/19","Mexico","MO",39.2,-91.8,1,NA
"33800",3004,"04/22/19","Palmyra","TN",36.4,-87.5,1,NA
"33801",3005,"04/22/19","Saint Charles","MO",38.8,-90.5,1,NA
"33802",3006,"04/22/19","New Ulm","MN",44.3,-94.5,1,NA
"33803",3007,"04/22/19","Manistee","MI",44.2,-86.4,1,NA
"33804",3008,"04/22/19","Washington","MO",38.6,-91,2,NA
"33805",3009,"04/22/19","Mount Arlington","NJ",40.9,-74.6,1,NA
"33806",3010,"04/22/19","Kansas City","KS",39.1,-94.8,2,NA
"33807",3011,"04/22/19","Robertsdale","AL",30.5,-87.6,1,NA
"33808",3012,"04/22/19","Lakeshore","ON",42.3,-82.8,1,NA
"33809",3013,"04/22/19","De Soto","MO",38.1,-90.6,1,NA
"33810",3014,"04/22/19","Hickory","NC",35.8,-81.2,1,NA
"33811",3015,"04/22/19","Lawrence","KS",38.9,-95.2,1,NA
"33812",3016,"04/22/19","Athens","OH",39.3,-82,1,NA
"33813",3017,"04/22/19","Vincentown","NJ",39.9,-74.7,1,NA
"33814",3018,"04/22/19","Fletcher","NC",35.4,-82.5,2,NA
"33815",3019,"04/22/19","Walkertown","NC",36.2,-80.2,1,NA
"33816",3020,"04/22/19","Cincinnati","OH",39.3,-84.5,1,NA
"33817",3021,"04/22/19","Herndon","VA",38.9,-77.4,1,NA
"33818",3022,"04/22/19","Easton","MO",39.8,-94.6,3,NA
"33819",3023,"04/22/19","Lincoln","NE",40.8,-96.8,1,NA
"33820",3024,"04/22/19","Paw Paw","MI",42.2,-86,1,NA
"33821",3025,"04/21/19","Newville","PA",40.2,-77.4,1,NA
"33822",3026,"04/21/19","Swarthmore","PA",39.9,-75.4,1,NA
"33823",3027,"04/21/19","Felton","PA",39.9,-76.6,1,NA
"33824",3028,"04/21/19","Sabetha","KS",39.8,-95.8,1,NA
"33825",3029,"04/21/19","Galena","MD",39.3,-75.9,1,NA
"33826",3030,"04/21/19","Marlborough","MA",42.4,-71.6,1,NA
"33827",3031,"04/21/19","North Kingstown","RI",41.5,-71.4,1,NA
